contrato_id,data_venda,modalidade_contrato,plano,visita
107929,2024-11-12,pessoa física,"plano mensal - r$346,00",Sem Visita
107917,2024-11-12,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
107791,2024-11-12,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
107743,2024-11-12,pessoa física,"plano light anual - r$178,00",Livance - Alphaville
107625,2024-11-12,pessoa física,"plano anual - r$246,00",Livance - Botafogo
107497,2024-11-12,pessoa física,"plano mensal - r$346,00",Sem Visita
106942,2024-11-12,pessoa física,"plano light anual - r$178,00",Sem Visita
106724,2024-11-12,pessoa física,"plano light anual - r$178,00",Livance - Campinas
106547,2024-11-12,pessoa física,"plano mensal - r$346,00",Livance - Brigadeiro Psico
106533,2024-11-12,pessoa física,"plano light anual - r$123,00",Livance - Barra da Tijuca
105996,2024-11-12,pessoa física,"plano mensal - r$346,00",Visita Virtual
105525,2024-11-12,pessoa física,"plano mensal - r$346,00",Livance - Vila Olímpia
104003,2024-11-12,pessoa física,"plano light - r$246,00",Livance - Botafogo
103723,2024-11-12,pessoa física,"plano mensal - r$346,00",Livance - Tatuapé
100843,2024-11-12,pessoa física,"plano light - r$246,00",Livance - Paulista
100097,2024-11-12,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro
98948,2024-11-12,pessoa física,"plano light anual - r$178,00",Livance - Vila Olímpia
97120,2024-11-12,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
91369,2024-11-12,pessoa física,"plano anual - r$246,00",Livance - Botafogo
64745,2024-11-12,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
108222,2024-11-13,pessoa física,"plano anual - r$246,00",Sem Visita
108192,2024-11-13,pessoa física,"plano anual - r$246,00",Livance - Alphaville
108162,2024-11-13,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
108093,2024-11-13,pessoa física,"plano anual - r$246,00",Sem Visita
108056,2024-11-13,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
108051,2024-11-13,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
108000,2024-11-13,pessoa física,"plano light anual - r$178,00",Livance - Campinas
107999,2024-11-13,pessoa física,"plano anual - r$246,00",Sem Visita
107979,2024-11-13,pessoa física,"plano light - r$246,00",Livance - Brigadeiro Psico
107759,2024-11-13,pessoa física,"plano light anual - r$178,00",Visita Virtual
107382,2024-11-13,pessoa física,"plano mensal - r$346,00",Livance - Santos
107023,2024-11-13,pessoa física,"plano light anual - r$178,00",Livance - Paulista
106998,2024-11-13,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
106839,2024-11-13,pessoa física,"plano anual - r$246,00",Livance - Campinas
106772,2024-11-13,pessoa física,"plano anual - r$246,00",Livance - Campinas
106611,2024-11-13,pessoa física,"plano mensal - r$346,00",Livance - Campinas
105629,2024-11-13,pessoa física,"plano mensal - r$346,00",Livance - Santos
105043,2024-11-13,pessoa jurídica,"plano light anual - r$178,00",Visita Virtual
103726,2024-11-13,pessoa jurídica,"plano mensal - r$346,00",Livance - Market Place
99041,2024-11-13,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro
97068,2024-11-13,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
93624,2024-11-13,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
90187,2024-11-13,pessoa física,"plano anual - r$246,00",Visita Virtual
86454,2024-11-13,pessoa física,"plano anual - r$246,00",Livance - Perdizes
86312,2024-11-13,pessoa física,"plano light - r$246,00",Livance - Perdizes
80414,2024-11-13,pessoa jurídica,"plano light anual - r$178,00",Livance - Angélica
79528,2024-11-13,pessoa física,"plano light anual - r$178,00",Visita Virtual
108334,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
108315,2024-11-14,pessoa física,"plano light - r$246,00",Sem Visita
108228,2024-11-14,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
108223,2024-11-14,pessoa física,"plano mensal - r$346,00",Sem Visita
108109,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
108078,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Botafogo
108001,2024-11-14,pessoa física,"plano light anual - r$178,00",Sem Visita
107966,2024-11-14,pessoa física,"plano light - r$178,00",Visita Virtual
107298,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
107268,2024-11-14,pessoa física,"plano light - r$246,00",Visita Virtual
104111,2024-11-14,pessoa física,"plano mensal - r$346,00",Livance - Vila Mariana
94246,2024-11-14,pessoa física,"plano light anual - r$123,00",Livance - Paulista
92403,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Santos
73402,2024-11-14,pessoa jurídica,"plano light anual - r$178,00",Livance - Vila Mariana
53389,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Botafogo
42591,2024-11-14,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
108415,2024-11-15,pessoa física,"plano light anual - r$178,00",Sem Visita
108413,2024-11-15,pessoa física,"plano light - r$246,00",Sem Visita
106422,2024-11-15,pessoa física,"plano light - r$246,00",Livance - Tatuapé
50231,2024-11-15,pessoa jurídica,"plano light anual - r$123,00",Visita Virtual
108214,2024-11-16,pessoa física,"plano light anual - r$178,00",Livance - Santo André
108590,2024-11-17,pessoa física,"plano anual - r$246,00",Sem Visita
108765,2024-11-18,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
108738,2024-11-18,pessoa jurídica,"plano anual - r$246,00",Sem Visita
108652,2024-11-18,pessoa física,"plano mensal - r$346,00",Sem Visita
108498,2024-11-18,pessoa física,"plano anual - r$246,00",Livance - Paulista
108494,2024-11-18,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro
108442,2024-11-18,pessoa física,"plano mensal - r$346,00",Sem Visita
108345,2024-11-18,pessoa física,"plano light anual - r$178,00",Livance - Campinas
108326,2024-11-18,pessoa física,"plano light anual - r$178,00",Sem Visita
108211,2024-11-18,pessoa física,"plano anual - r$246,00",Livance - Santos Flex
108100,2024-11-18,pessoa física,"plano light anual - r$178,00",Livance - Santos
107627,2024-11-18,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
106952,2024-11-18,pessoa física,"plano anual - r$246,00",Livance - Market Place
106643,2024-11-18,pessoa física,"plano light anual - r$178,00",Livance - Santos
106615,2024-11-18,pessoa física,"plano light anual - r$178,00",Livance - Pinheiros
106465,2024-11-18,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
105966,2024-11-18,pessoa física,"plano light anual - r$178,00",Livance - Paulista
105615,2024-11-18,pessoa física,"plano anual - r$246,00",Livance - Botafogo
105393,2024-11-18,pessoa física,"plano light - r$246,00",Sem Visita
101247,2024-11-18,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
86253,2024-11-18,pessoa jurídica,"plano anual - r$246,00",Visita Virtual
81882,2024-11-18,pessoa física,"plano light - r$246,00",Sem Visita
49769,2024-11-18,pessoa física,"plano mensal - r$346,00",Visita Virtual
108895,2024-11-19,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
108865,2024-11-19,pessoa física,"plano light anual - r$178,00",Sem Visita
108819,2024-11-19,pessoa física,"plano light anual - r$178,00",Sem Visita
108814,2024-11-19,pessoa física,"plano anual - r$246,00",Sem Visita
108723,2024-11-19,pessoa física,"plano light anual - r$178,00",Sem Visita
108699,2024-11-19,pessoa física,"plano light - r$246,00",Sem Visita
108633,2024-11-19,pessoa física,"plano anual - r$246,00",Livance - Santo André
108452,2024-11-19,pessoa física,"plano light - r$246,00",Sem Visita
108324,2024-11-19,pessoa física,"plano light anual - r$178,00",Livance - Santos
108289,2024-11-19,pessoa física,"plano anual - r$246,00",Livance - Botafogo
108197,2024-11-19,pessoa física,"plano light - r$246,00",Livance - Santos Flex
107958,2024-11-19,pessoa física,"plano light anual - r$178,00",Livance - Angélica
107143,2024-11-19,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
106373,2024-11-19,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
105835,2024-11-19,pessoa física,"plano light anual - r$123,00",Livance - Perdizes
105189,2024-11-19,pessoa física,"plano light anual - r$178,00",Visita Virtual
104825,2024-11-19,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro Psico
79212,2024-11-19,pessoa física,"plano light anual - r$178,00",Sem Visita
109270,2024-11-21,pessoa física,"plano anual - r$246,00",Sem Visita
109202,2024-11-21,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109197,2024-11-21,pessoa física,"plano light - r$246,00",Sem Visita
109140,2024-11-21,pessoa física,"plano mensal - r$346,00",Sem Visita
109051,2024-11-21,pessoa física,"plano light - r$246,00",Sem Visita
109039,2024-11-21,pessoa física,"plano light - r$246,00",Sem Visita
109002,2024-11-21,pessoa física,"plano anual - r$246,00",Sem Visita
108991,2024-11-21,pessoa física,"plano anual - r$246,00",Sem Visita
108968,2024-11-21,pessoa física,"plano mensal - r$346,00",Sem Visita
108860,2024-11-21,pessoa física,"plano light - r$246,00",Livance - Santo André
108855,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Santo André
108759,2024-11-21,pessoa física,"plano light - r$246,00",Livance - Santo André Psico
108741,2024-11-21,pessoa física,"plano light - r$246,00",Sem Visita
108568,2024-11-21,pessoa física,"plano light - r$246,00",Livance - Perdizes
108470,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Paulista
108321,2024-11-21,pessoa física,"plano anual - r$246,00",Sem Visita
108050,2024-11-21,pessoa física,"plano anual - r$246,00",Livance - Botafogo
107898,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Vila Olímpia
107622,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
107375,2024-11-21,pessoa física,"plano anual - r$246,00",Livance - Campinas
107052,2024-11-21,pessoa física,"plano anual - r$246,00",Livance - Paulista
107026,2024-11-21,pessoa física,"plano anual - r$246,00",Livance - Vila Olímpia
106039,2024-11-21,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
102189,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Pinheiros
100108,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
97657,2024-11-21,pessoa física,"plano light anual - r$178,00",Livance - Paulista
96202,2024-11-21,pessoa física,"plano light anual - r$178,00",Visita Virtual
95135,2024-11-21,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
89555,2024-11-21,pessoa física,"plano anual - r$246,00",Livance - Paulista
109404,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro 2
109400,2024-11-22,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
109320,2024-11-22,pessoa jurídica,"plano anual - r$246,00",Sem Visita
109310,2024-11-22,pessoa física,"plano mensal - r$346,00",Livance - Itaim
109298,2024-11-22,pessoa física,"plano light anual - r$178,00",Sem Visita
109215,2024-11-22,pessoa física,"plano light anual - r$178,00",Sem Visita
109180,2024-11-22,pessoa física,"plano light anual - r$178,00",Sem Visita
109179,2024-11-22,pessoa física,"plano light anual - r$178,00",Sem Visita
108993,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
108962,2024-11-22,pessoa física,"plano light - r$246,00",Sem Visita
108872,2024-11-22,pessoa física,"plano anual - r$246,00",Sem Visita
108607,2024-11-22,pessoa física,"plano light - r$246,00",Livance - Botafogo
108292,2024-11-22,pessoa física,"plano light anual - r$178,00",Sem Visita
108186,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro Psico
107794,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Santo André
107102,2024-11-22,pessoa física,"plano anual - r$246,00",Visita Virtual
106924,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
106488,2024-11-22,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
106366,2024-11-22,pessoa física,"plano light - r$246,00",Visita Virtual
105209,2024-11-22,pessoa jurídica,"plano light - r$246,00",Visita Virtual
101332,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Alphaville
99614,2024-11-22,pessoa física,"plano light anual - r$178,00",Visita Virtual
98540,2024-11-22,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
26409,2024-11-22,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
109417,2024-11-23,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
108726,2024-11-23,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
108673,2024-11-23,pessoa física,"plano anual - r$246,00",Livance - Perdizes
108520,2024-11-23,pessoa física,"plano mensal - r$346,00",Livance - Perdizes
108456,2024-11-23,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
105934,2024-11-23,pessoa jurídica,"plano light anual - r$178,00",Livance - Santos Flex
84083,2024-11-24,pessoa física,"plano mensal - r$346,00",Livance - Barra da Tijuca
109716,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109711,2024-11-25,pessoa física,"plano light anual - r$178,00",Sem Visita
109705,2024-11-25,pessoa física,"plano light anual - r$178,00",Sem Visita
109689,2024-11-25,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
109687,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109676,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109673,2024-11-25,pessoa física,"plano light - r$246,00",Sem Visita
109671,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109667,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109658,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109650,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109444,2024-11-25,pessoa física,"plano anual - r$246,00",Sem Visita
109375,2024-11-25,pessoa física,"plano light anual - r$178,00",Sem Visita
109332,2024-11-25,pessoa física,"plano mensal - r$346,00",Livance - Santo André
109239,2024-11-25,pessoa física,"plano light - r$246,00",Sem Visita
109042,2024-11-25,pessoa física,"plano light - r$246,00",Livance - Santo André Psico
109040,2024-11-25,pessoa física,"plano light anual - r$178,00",Livance - Santos
109004,2024-11-25,pessoa física,"plano light anual - r$178,00",Livance - Market Place
108816,2024-11-25,pessoa física,"plano anual - r$246,00",Sem Visita
108666,2024-11-25,pessoa física,"plano light - r$246,00",Sem Visita
108489,2024-11-25,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro 2
108473,2024-11-25,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
108359,2024-11-25,pessoa física,"plano anual - r$246,00",Sem Visita
108190,2024-11-25,pessoa física,"plano anual - r$246,00",Sem Visita
108149,2024-11-25,pessoa física,"plano mensal - r$346,00",Visita Virtual
108131,2024-11-25,pessoa física,"plano light anual - r$178,00",Livance - Santo André
107942,2024-11-25,pessoa jurídica,"plano light anual - r$123,00",Livance - Paulista
106859,2024-11-25,pessoa física,"plano anual - r$246,00",Sem Visita
105660,2024-11-25,pessoa física,"plano mensal - r$346,00",Sem Visita
105597,2024-11-25,pessoa jurídica,"plano anual - r$246,00",Livance - Barra da Tijuca
105279,2024-11-25,pessoa física,"plano light anual - r$178,00",Livance - Market Place
104030,2024-11-25,pessoa jurídica,"plano mensal - r$296,00",Livance - Campinas
102560,2024-11-25,pessoa física,"plano light anual - r$178,00",Visita Virtual
100778,2024-11-25,pessoa física,"plano mensal - r$346,00",Visita Virtual
84394,2024-11-25,pessoa física,"plano mensal - r$346,00",Livance - Perdizes
60439,2024-11-25,pessoa física,"plano light anual - r$123,00",Sem Visita
109951,2024-11-26,pessoa física,"plano light - r$246,00",Sem Visita
109947,2024-11-26,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109797,2024-11-26,pessoa física,"plano light anual - r$178,00",Sem Visita
109793,2024-11-26,pessoa física,"plano light anual - r$178,00",Livance - Santos Flex
109791,2024-11-26,pessoa física,"plano light - r$246,00",Sem Visita
109726,2024-11-26,pessoa física,"plano light anual - r$178,00",Sem Visita
109627,2024-11-26,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
109301,2024-11-26,pessoa física,"plano anual - r$246,00",Livance - Santos
109208,2024-11-26,pessoa física,"plano anual - r$246,00",Sem Visita
108919,2024-11-26,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
108764,2024-11-26,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
107823,2024-11-26,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
107786,2024-11-26,pessoa física,"plano mensal - r$346,00",Livance - Vila Olímpia
107711,2024-11-26,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
107493,2024-11-26,pessoa física,"plano light anual - r$178,00",Livance - Santos
105468,2024-11-26,pessoa física,"plano light - r$246,00",Livance - Market Place
104838,2024-11-26,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
103513,2024-11-26,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
98629,2024-11-26,pessoa física,"plano anual - r$246,00",Visita Virtual
97692,2024-11-26,pessoa física,"plano light - r$246,00",Livance - Santo André
83842,2024-11-26,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
110069,2024-11-27,pessoa física,"plano light anual - r$178,00",Livance - Santos
109785,2024-11-27,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
109729,2024-11-27,pessoa física,"plano mensal - r$346,00",Livance - Tatuapé
109422,2024-11-27,pessoa física,"plano light anual - r$178,00",Sem Visita
109368,2024-11-27,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
109289,2024-11-27,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
109279,2024-11-27,pessoa física,"plano light - r$246,00",Sem Visita
109255,2024-11-27,pessoa física,"plano light anual - r$178,00",Sem Visita
109224,2024-11-27,pessoa física,"plano light - r$246,00",Sem Visita
109095,2024-11-27,pessoa física,"plano mensal - r$346,00",Sem Visita
108798,2024-11-27,pessoa física,"plano mensal - r$346,00",Visita Virtual
108219,2024-11-27,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro Psico
108157,2024-11-27,pessoa física,"plano anual - r$246,00",Visita Virtual
107587,2024-11-27,pessoa física,"plano light anual - r$178,00",Visita Virtual
106678,2024-11-27,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
106566,2024-11-27,pessoa física,"plano light - r$246,00",Livance - Botafogo
106333,2024-11-27,pessoa física,"plano mensal - r$346,00",Livance - Vila Mariana
102571,2024-11-27,pessoa física,"plano mensal - r$346,00",Livance - Vila Madalena
101878,2024-11-27,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
101704,2024-11-27,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
100809,2024-11-27,pessoa física,"plano anual - r$246,00",Visita Virtual
92660,2024-11-27,pessoa física,"plano light - r$178,00",Visita Virtual
67585,2024-11-27,pessoa física,"plano light anual - r$178,00",Livance - Paulista
110301,2024-11-28,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
110214,2024-11-28,pessoa física,"plano light anual - r$178,00",Sem Visita
110212,2024-11-28,pessoa física,"plano mensal - r$346,00",Sem Visita
110104,2024-11-28,pessoa física,"plano anual - r$246,00",Sem Visita
109996,2024-11-28,pessoa física,"plano mensal - r$346,00",Sem Visita
109982,2024-11-28,pessoa física,"plano mensal - r$346,00",Sem Visita
109877,2024-11-28,pessoa física,"plano light anual - r$178,00",Livance - Itaim
109865,2024-11-28,pessoa física,"plano light anual - r$178,00",Sem Visita
109024,2024-11-28,pessoa física,"plano anual - r$246,00",Sem Visita
108951,2024-11-28,pessoa física,"plano light anual - r$178,00",Visita Virtual
108337,2024-11-28,pessoa física,"plano mensal - r$346,00",Livance - Alphaville
108333,2024-11-28,pessoa física,"plano light anual - r$178,00",Visita Virtual
108322,2024-11-28,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
108313,2024-11-28,pessoa física,"plano light anual - r$123,00",Livance - Tatuapé
108191,2024-11-28,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
107256,2024-11-28,pessoa física,"plano anual - r$246,00",Livance - Market Place
105174,2024-11-28,pessoa física,"plano light anual - r$178,00",Sem Visita
102922,2024-11-28,pessoa física,"plano light anual - r$178,00",Livance - Santos Flex
102213,2024-11-28,pessoa física,"plano light anual - r$178,00",Visita Virtual
100960,2024-11-28,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro
98524,2024-11-28,pessoa física,"plano anual - r$246,00",Livance - Botafogo
95453,2024-11-28,pessoa física,"plano light anual - r$178,00",Livance - Campinas
94621,2024-11-28,pessoa física,"plano light - r$246,00",Livance - Botafogo
93271,2024-11-28,pessoa física,"plano mensal - r$346,00",Sem Visita
92118,2024-11-28,pessoa física,"plano mensal - r$346,00",Visita Virtual
83950,2024-11-28,pessoa física,"plano anual - r$246,00",Livance - Vila Olímpia
110545,2024-11-29,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
110460,2024-11-29,pessoa física,"plano anual - r$246,00",Sem Visita
110438,2024-11-29,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
110357,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
110312,2024-11-29,pessoa física,"plano anual - r$246,00",Sem Visita
110224,2024-11-29,pessoa física,"plano mensal - r$346,00",Sem Visita
110130,2024-11-29,pessoa física,"plano light anual - r$178,00",Sem Visita
110038,2024-11-29,pessoa física,"plano anual - r$246,00",Livance - Santos
110003,2024-11-29,pessoa física,"plano light - r$178,00",Sem Visita
109960,2024-11-29,pessoa física,"plano mensal - r$346,00",Sem Visita
109876,2024-11-29,pessoa física,"plano light anual - r$178,00",Sem Visita
109840,2024-11-29,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
109820,2024-11-29,pessoa física,"plano light - r$246,00",Sem Visita
109804,2024-11-29,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
109701,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
109633,2024-11-29,pessoa física,"plano mensal - r$346,00",Livance - Alphaville
109603,2024-11-29,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
109490,2024-11-29,pessoa física,"plano light - r$246,00",Visita Virtual
109451,2024-11-29,pessoa física,"plano light - r$246,00",Livance - Alphaville
109420,2024-11-29,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
109365,2024-11-29,pessoa física,"plano anual - r$246,00",Sem Visita
109276,2024-11-29,pessoa física,"plano light anual - r$178,00",Sem Visita
109207,2024-11-29,pessoa jurídica,"plano light anual - r$123,00",Visita Virtual
109019,2024-11-29,pessoa física,"plano mensal - r$346,00",Sem Visita
108994,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
108917,2024-11-29,pessoa física,"plano mensal - r$346,00",Livance - Tatuapé
108824,2024-11-29,pessoa física,"plano light anual - r$178,00",Visita Virtual
108736,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
108704,2024-11-29,pessoa física,"plano anual - r$246,00",Sem Visita
108692,2024-11-29,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
108316,2024-11-29,pessoa física,"plano anual - r$246,00",Sem Visita
108215,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Vila Madalena
108201,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
108053,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
107682,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
106826,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Paulista
106392,2024-11-29,pessoa física,"plano light - r$178,00",Livance - Tatuapé
106304,2024-11-29,pessoa jurídica,"plano anual - r$246,00",Livance - Santo André Psico
104592,2024-11-29,pessoa física,"plano mensal - r$346,00",Livance - Itaim
104530,2024-11-29,pessoa jurídica,"plano mensal - r$296,00",Visita Virtual
103997,2024-11-29,pessoa jurídica,"plano light anual - r$178,00",Sem Visita
103817,2024-11-29,pessoa física,"plano light - r$246,00",Livance - Botafogo
102803,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
86562,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Santo André
68944,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Campinas
63649,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Paulista
46330,2024-11-29,pessoa física,"plano anual - r$246,00",Visita Virtual
33931,2024-11-29,pessoa física,"plano light anual - r$178,00",Livance - Paulista
110600,2024-11-30,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
110547,2024-11-30,pessoa física,"plano light anual - r$123,00",Livance - Alphaville
110501,2024-11-30,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
110451,2024-11-30,pessoa física,"plano light - r$246,00",Visita Virtual
110431,2024-11-30,pessoa física,"plano mensal - r$346,00",Livance - Vila Madalena
110128,2024-11-30,pessoa física,"plano anual - r$246,00",Livance - Perdizes
110127,2024-11-30,pessoa física,"plano light anual - r$178,00",Sem Visita
109826,2024-11-30,pessoa física,"plano anual - r$246,00",Livance - Santos
109819,2024-11-30,pessoa física,"plano light anual - r$178,00",Sem Visita
109596,2024-11-30,pessoa física,"plano light - r$246,00",Visita Virtual
109447,2024-11-30,pessoa jurídica,"plano light anual - r$178,00",Livance - Perdizes
109440,2024-11-30,pessoa física,"plano anual - r$246,00",Livance - Market Place
109395,2024-11-30,pessoa física,"plano light anual - r$178,00",Livance - Santos Flex
107749,2024-11-30,pessoa física,"plano light anual - r$178,00",Livance - Paulista
106921,2024-11-30,pessoa física,"plano light anual - r$178,00",Sem Visita
105276,2024-11-30,pessoa física,"plano light anual - r$123,00",Livance - Campinas
103933,2024-11-30,pessoa física,"plano light - r$246,00",Visita Virtual
101628,2024-11-30,pessoa física,"plano light anual - r$178,00",Livance - Vila Olímpia
76078,2024-11-30,pessoa física,"plano light - r$246,00",Livance - Botafogo
110638,2024-12-01,pessoa física,"plano light anual - r$178,00",Sem Visita
110864,2024-12-02,pessoa física,"plano mensal - r$346,00",Sem Visita
110821,2024-12-02,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
110804,2024-12-02,pessoa física,"plano light anual - r$123,00",Sem Visita
110797,2024-12-02,pessoa física,"plano light - r$246,00",Sem Visita
110776,2024-12-02,pessoa física,"plano light anual - r$178,00",Sem Visita
110649,2024-12-02,pessoa física,"plano anual - r$246,00",Sem Visita
110601,2024-12-02,pessoa jurídica,"plano anual - r$246,00",Sem Visita
110356,2024-12-02,pessoa física,"plano light - r$178,00",Sem Visita
110306,2024-12-02,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109832,2024-12-02,pessoa física,"plano light anual - r$178,00",Livance - Campinas
106625,2024-12-02,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
69648,2024-12-02,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
110855,2024-12-03,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
110795,2024-12-03,pessoa física,"plano light anual - r$178,00",Sem Visita
110363,2024-12-03,pessoa física,"plano anual - r$246,00",Sem Visita
110054,2024-12-03,pessoa jurídica,"plano light anual - r$178,00",Sem Visita
109884,2024-12-03,pessoa física,"plano light - r$246,00",Visita Virtual
109735,2024-12-03,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
109636,2024-12-03,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
94542,2024-12-03,pessoa física,"plano light anual - r$178,00",Livance - Paulista
93657,2024-12-03,pessoa física,"plano anual - r$246,00",Livance - Santo André
92725,2024-12-03,pessoa física,"plano light - r$246,00",Sem Visita
111043,2024-12-04,pessoa física,"plano anual - r$246,00",Sem Visita
111018,2024-12-04,pessoa jurídica,"plano light anual - r$178,00",Sem Visita
111009,2024-12-04,pessoa física,"plano light anual - r$178,00",Livance - Vila Madalena
